MZ501078.1_prot_QXV80659.1_34_known	[locus_tag=bas65_0034] [protein=host RecBCD nuclease inhibitor] [protein_id=QXV80659.1] [location=20238..20396] [gbkey=CDS]
MZ501073.1_prot_QXV79838.1_52_unknown	[locus_tag=bas58_0052] [protein=hypothetical protein] [protein_id=QXV79838.1] [location=complement(51127..51390)] [gbkey=CDS]
MH751506.1_prot_AYD82621.1_24_unknown	[protein=hypothetical protein] [protein_id=AYD82621.1] [location=complement(13316..13648)] [gbkey=CDS]
MZ501076.1_prot_QXV80464.1_111_unknown	[locus_tag=bas28_0136] [protein=hypothetical protein] [protein_id=QXV80464.1] [location=82733..82897] [gbkey=CDS]
MZ501065.1_prot_QXV78564.1_123_known	[locus_tag=bas40_0123] [protein=DNA exonuclease A] [protein_id=QXV78564.1] [location=complement(80862..81545)] [gbkey=CDS]
MZ501056.1_prot_QXV76900.1_56_unknown	[locus_tag=bas46_0056] [protein=putative homing endonuclease] [protein_id=QXV76900.1] [location=complement(38373..38672)] [gbkey=CDS]
MH751506.1_prot_AYD82717.1_120_unknown	[protein=hypothetical protein] [protein_id=AYD82717.1] [location=complement(60308..60586)] [gbkey=CDS]
MZ501098.1_prot_QXV83449.1_82_known	[locus_tag=bas45_0082] [protein=adhesin tip for distal long tail fiber] [protein_id=QXV83449.1] [location=64146..64928] [gbkey=CDS]
MZ501094.1_prot_QXV82747.1_6_known	[locus_tag=bas57_0006] [protein=head scaffold protein] [protein_id=QXV82747.1] [location=4374..5351] [gbkey=CDS]
MZ501073.1_prot_QXV79870.1_84_unknown	[locus_tag=bas58_0084] [protein=hypothetical protein] [protein_id=QXV79870.1] [location=74334..74723] [gbkey=CDS]
MZ501109.1_prot_QXV85393.1_153_unknown	[locus_tag=bas30_0177] [protein=hypothetical protein] [protein_id=QXV85393.1] [location=98655..98963] [gbkey=CDS]
MH550421.1_prot_AXN58166.1_125_unknown	[protein=hypothetical protein] [protein_id=AXN58166.1] [location=complement(64867..65130)] [gbkey=CDS]
MZ501098.1_prot_QXV83514.1_147_unknown	[locus_tag=bas45_0147] [protein=hypothetical protein] [protein_id=QXV83514.1] [location=complement(93194..93451)] [gbkey=CDS]
MZ501084.1_prot_QXV81449.1_103_unknown	[locus_tag=bas62_0103] [protein=hypothetical protein] [protein_id=QXV81449.1] [location=75218..75655] [gbkey=CDS]
MZ501109.1_prot_QXV85323.1_83_unknown	[locus_tag=bas30_0084] [protein=hypothetical protein] [protein_id=QXV85323.1] [location=68384..68584] [gbkey=CDS]
MZ501058.1_prot_QXV77260.1_54_unknown	[locus_tag=bas31_0054] [protein=hypothetical protein] [protein_id=QXV77260.1] [location=complement(51748..51933)] [gbkey=CDS]
MZ501102.1_prot_QXV84247.1_168_unknown	[locus_tag=bas52_0168] [protein=hypothetical protein] [protein_id=QXV84247.1] [location=complement(104044..104271)] [gbkey=CDS]
MZ501054.1_prot_QXV76612.1_46_unknown	[locus_tag=bas48_0046] [protein=hypothetical protein] [protein_id=QXV76612.1] [location=complement(48915..49379)] [gbkey=CDS]
MZ501050.1_prot_QXV75867.1_13_unknown	[locus_tag=bas42_0013] [protein=hypothetical protein] [protein_id=QXV75867.1] [location=complement(12734..13012)] [gbkey=CDS]
MZ501063.1_prot_QXV78332.1_203_unknown	[locus_tag=bas61_0203] [protein=putative N6 adenine methyltransferase] [protein_id=QXV78332.1] [location=complement(112163..112672)] [gbkey=CDS]
MZ501050.1_prot_QXV75882.1_28_known	[locus_tag=bas42_0028] [protein=baseplate tail tube cap protein] [protein_id=QXV75882.1] [location=23441..24535] [gbkey=CDS]
MZ501089.1_prot_QXV82162.1_181_unknown	[locus_tag=bas37_0181] [protein=hypothetical protein] [protein_id=QXV82162.1] [location=complement(113459..113659)] [gbkey=CDS]
MZ501056.1_prot_QXV77061.1_217_unknown	[locus_tag=bas46_0217] [protein=hypothetical protein] [protein_id=QXV77061.1] [location=complement(133197..133511)] [gbkey=CDS]
MZ501100.1_prot_QXV83942.1_207_known	[locus_tag=bas60_0207] [protein=endolysin] [protein_id=QXV83942.1] [location=complement(118281..118781)] [gbkey=CDS]
MZ501074.1_prot_QXV80082.1_71_unknown	[locus_tag=bas33_0071] [protein=hypothetical protein] [protein_id=QXV80082.1] [location=63331..63846] [gbkey=CDS]
MZ501047.1_prot_QXV75041.1_36_unknown	[locus_tag=bas47_0036] [protein=hypothetical protein] [protein_id=QXV75041.1] [location=complement(30422..31237)] [gbkey=CDS]
MZ501056.1_prot_QXV76991.1_147_unknown	[locus_tag=bas46_0147] [protein=hypothetical protein] [protein_id=QXV76991.1] [location=complement(98963..99106)] [gbkey=CDS]
NC_000866.4_prot_NP_049720.1_107_unknown	[gene=tk.1] [locus_tag=T4p107] [db_xref=GeneID:1258719] [protein=Tk.1 conserved hypothetical protein] [protein_id=NP_049720.1] [location=complement(60346..60534)] [gbkey=CDS]
MZ501085.1_prot_QXV81638.1_34_unknown	[locus_tag=bas11_0034] [protein=hypothetical protein] [protein_id=QXV81638.1] [location=30419..30835] [gbkey=CDS]
MZ501083.1_prot_QXV81180.1_57_unknown	[locus_tag=bas53_0057] [protein=hypothetical protein] [protein_id=QXV81180.1] [location=55049..55321] [gbkey=CDS]
MZ501060.1_prot_QXV77617.1_151_unknown	[locus_tag=bas50_0151] [protein=hypothetical protein] [protein_id=QXV77617.1] [location=complement(100009..100278)] [gbkey=CDS]
MZ501068.1_prot_QXV79328.1_63_unknown	[locus_tag=bas20_0063] [protein=hypothetical protein] [protein_id=QXV79328.1] [location=complement(49154..49552)] [gbkey=CDS]
MZ501106.1_prot_QXV84807.1_71_unknown	[locus_tag=bas43_0071] [protein=hypothetical protein] [protein_id=QXV84807.1] [location=complement(50228..50473)] [gbkey=CDS]
MZ501083.1_prot_QXV81301.1_178_unknown	[locus_tag=bas53_0178] [protein=hypothetical protein] [protein_id=QXV81301.1] [location=complement(108521..108634)] [gbkey=CDS]
MZ501094.1_prot_QXV82860.1_119_unknown	[locus_tag=bas57_0119] [protein=hypothetical protein] [protein_id=QXV82860.1] [location=86424..86657] [gbkey=CDS]
MZ501049.1_prot_QXV75777.1_5_unknown	[locus_tag=bas69_0005] [protein=tail sheath protein with putative mannase domain] [protein_id=QXV75777.1] [location=4704..8852] [gbkey=CDS]
MZ501108.1_prot_QXV85114.1_44_unknown	[locus_tag=bas27_0044] [protein=putative helicase] [protein_id=QXV85114.1] [location=complement(44212..44916)] [gbkey=CDS]
MH751506.1_prot_AYD82730.1_133_unknown	[protein=hypothetical protein] [protein_id=AYD82730.1] [location=complement(65322..65915)] [gbkey=CDS]
MZ501075.1_prot_QXV80254.1_73_unknown	[locus_tag=bas32_0073] [protein=hypothetical protein] [protein_id=QXV80254.1] [location=65351..65668] [gbkey=CDS]
MZ501072.1_prot_QXV79737.1_130_unknown	[locus_tag=bas26_0160] [protein=hypothetical protein] [protein_id=QXV79737.1] [location=90917..91327] [gbkey=CDS]
MZ501106.1_prot_QXV84863.1_127_unknown	[locus_tag=bas43_0127] [protein=hypothetical protein] [protein_id=QXV84863.1] [location=complement(84172..84414)] [gbkey=CDS]
MZ501068.1_prot_QXV79319.1_54_unknown	[locus_tag=bas20_0054] [protein=hypothetical protein] [protein_id=QXV79319.1] [location=complement(44413..44634)] [gbkey=CDS]
MZ501056.1_prot_QXV77101.1_257_unknown	[locus_tag=bas46_0259] [protein=hypothetical protein] [protein_id=QXV77101.1] [location=153185..153658] [gbkey=CDS]
MZ501054.1_prot_QXV76788.1_222_unknown	[locus_tag=bas48_0222] [protein=hypothetical protein] [protein_id=QXV76788.1] [location=134150..134245] [gbkey=CDS]
NC_008720.1_prot_YP_950490.1_12_known	[locus_tag=EPNV4_gp12] [db_xref=GeneID:5075650] [protein=DUF4326 domain-containing protein] [protein_id=YP_950490.1] [location=3605..3973] [gbkey=CDS]
MZ501083.1_prot_QXV81252.1_129_unknown	[locus_tag=bas53_0129] [protein=hypothetical protein] [protein_id=QXV81252.1] [location=90173..90436] [gbkey=CDS]
MZ501094.1_prot_QXV82902.1_161_unknown	[locus_tag=bas57_0161] [protein=hypothetical protein] [protein_id=QXV82902.1] [location=complement(100540..100734)] [gbkey=CDS]
MZ501094.1_prot_QXV82846.1_105_unknown	[locus_tag=bas57_0105] [protein=hypothetical protein] [protein_id=QXV82846.1] [location=81064..81405] [gbkey=CDS]
MZ501077.1_prot_QXV80600.1_65_unknown	[locus_tag=bas10_0065] [protein=hypothetical protein] [protein_id=QXV80600.1] [location=42759..42944] [gbkey=CDS]
MZ501096.1_prot_QXV83068.1_37_unknown	[locus_tag=bas36_0037] [protein=hypothetical protein] [protein_id=QXV83068.1] [location=complement(32795..33253)] [gbkey=CDS]
MZ501060.1_prot_QXV77571.1_105_unknown	[locus_tag=bas50_0105] [protein=hypothetical protein] [protein_id=QXV77571.1] [location=83156..83551] [gbkey=CDS]
MZ501053.1_prot_QXV76525.1_43_known	[locus_tag=bas12_0043] [protein=holin] [protein_id=QXV76525.1] [location=33731..33946] [gbkey=CDS]
MZ501079.1_prot_QXV80744.1_69_unknown	[locus_tag=bas07_0069] [protein=hypothetical protein] [protein_id=QXV80744.1] [location=43942..44127] [gbkey=CDS]
MZ501063.1_prot_QXV78186.1_57_unknown	[locus_tag=bas61_0057] [protein=hypothetical protein] [protein_id=QXV78186.1] [location=complement(51214..51483)] [gbkey=CDS]
MZ501055.1_prot_QXV76815.1_20_unknown	[locus_tag=bas68_0020] [protein=hypothetical protein] [protein_id=QXV76815.1] [location=12898..12996] [gbkey=CDS]
NC_000866.4_prot_NP_049792.1_180_unknown	[gene=24.3] [locus_tag=T4p180] [db_xref=GeneID:1258562] [protein=gp24.3 conserved hypothetical protein] [protein_id=NP_049792.1] [location=complement(109915..110085)] [gbkey=CDS]
MZ501050.1_prot_QXV75890.1_36_unknown	[locus_tag=bas42_0036] [protein=hypothetical protein] [protein_id=QXV75890.1] [location=complement(32001..32843)] [gbkey=CDS]
MZ501083.1_prot_QXV81242.1_119_unknown	[locus_tag=bas53_0119] [protein=hypothetical protein] [protein_id=QXV81242.1] [location=87662..87946] [gbkey=CDS]
MZ501048.1_prot_QXV75571.1_20_unknown	[locus_tag=bas56_0020] [protein=hypothetical protein] [protein_id=QXV75571.1] [location=16150..16530] [gbkey=CDS]
MZ501060.1_prot_QXV77647.1_181_known	[locus_tag=bas50_0181] [protein=class III anaerobic NTP reductase activator] [protein_id=QXV77647.1] [location=complement(110119..110592)] [gbkey=CDS]
MZ501096.1_prot_QXV83100.1_69_known	[locus_tag=bas36_0069] [protein=dihydrofolate reductase] [protein_id=QXV83100.1] [location=complement(49540..50148)] [gbkey=CDS]
MZ501063.1_prot_QXV78203.1_74_known	[locus_tag=bas61_0074] [protein=class III anaerobic NTP reductase activator] [protein_id=QXV78203.1] [location=complement(60679..61149)] [gbkey=CDS]
MZ501073.1_prot_QXV79906.1_120_unknown	[locus_tag=bas58_0120] [protein=hypothetical protein] [protein_id=QXV79906.1] [location=87941..88240] [gbkey=CDS]
MZ501084.1_prot_QXV81485.1_139_unknown	[locus_tag=bas62_0139] [protein=hypothetical protein] [protein_id=QXV81485.1] [location=89150..89386] [gbkey=CDS]
MZ501066.1_prot_QXV78712.1_4_known	[locus_tag=bas39_0004] [protein=tail tube protein] [protein_id=QXV78712.1] [location=4439..4930] [gbkey=CDS]
MZ501046.1_prot_QXV75521.1_245_unknown	[locus_tag=bas44_0245] [protein=hypothetical protein] [protein_id=QXV75521.1] [location=complement(139161..139496)] [gbkey=CDS]
MH550421.1_prot_AXN58149.1_108_unknown	[protein=hypothetical protein] [protein_id=AXN58149.1] [location=complement(58188..58376)] [gbkey=CDS]
MZ501079.1_prot_QXV80718.1_43_unknown	[locus_tag=bas07_0043] [protein=hypothetical protein] [protein_id=QXV80718.1] [location=33307..33486] [gbkey=CDS]
MZ501052.1_prot_QXV76419.1_210_unknown	[locus_tag=bas38_0210] [protein=hypothetical protein] [protein_id=QXV76419.1] [location=complement(126685..127698)] [gbkey=CDS]
MZ501074.1_prot_QXV80102.1_91_unknown	[locus_tag=bas33_0099] [protein=hypothetical protein] [protein_id=QXV80102.1] [location=72980..73252] [gbkey=CDS]
MZ501079.1_prot_QXV80692.1_17_known	[locus_tag=bas07_0017] [protein=tail tape measure protein] [protein_id=QXV80692.1] [location=10803..13475] [gbkey=CDS]
MZ501065.1_prot_QXV78553.1_112_unknown	[locus_tag=bas40_0112] [protein=hypothetical protein] [protein_id=QXV78553.1] [location=complement(75303..75506)] [gbkey=CDS]
MZ501050.1_prot_QXV75980.1_126_known	[locus_tag=bas42_0126] [protein=DNA-dependent helicase] [protein_id=QXV75980.1] [location=complement(81897..83216)] [gbkey=CDS]
MZ501096.1_prot_QXV83144.1_113_unknown	[locus_tag=bas36_0113] [protein=hypothetical protein] [protein_id=QXV83144.1] [location=complement(76367..76570)] [gbkey=CDS]
MZ501073.1_prot_QXV79885.1_99_unknown	[locus_tag=bas58_0099] [protein=hypothetical protein] [protein_id=QXV79885.1] [location=80559..80756] [gbkey=CDS]
MZ501089.1_prot_QXV82116.1_135_unknown	[locus_tag=bas37_0135] [protein=hypothetical protein] [protein_id=QXV82116.1] [location=complement(88503..88667)] [gbkey=CDS]
MZ501083.1_prot_QXV81268.1_145_unknown	[locus_tag=bas53_0145] [protein=hypothetical protein] [protein_id=QXV81268.1] [location=complement(97182..97439)] [gbkey=CDS]
MH550421.1_prot_AXN58260.1_219_known	[gene=rnlA] [protein=RNA ligase A] [protein_id=AXN58260.1] [location=complement(135810..136934)] [gbkey=CDS]
MZ501093.1_prot_QXV82687.1_167_unknown	[locus_tag=bas54_0167] [protein=hypothetical protein] [protein_id=QXV82687.1] [location=complement(104228..104626)] [gbkey=CDS]
MZ501062.1_prot_QXV78003.1_101_unknown	[locus_tag=bas49_0101] [protein=hypothetical protein] [protein_id=QXV78003.1] [location=82489..82818] [gbkey=CDS]
MZ501080.1_prot_QXV80827.1_61_unknown	[locus_tag=bas02_0061] [protein=hypothetical protein] [protein_id=QXV80827.1] [location=complement(40188..40523)] [gbkey=CDS]
MZ501090.1_prot_QXV82272.1_19_known	[locus_tag=bas06_0019] [protein=minor tail protein] [protein_id=QXV82272.1] [location=13891..14652] [gbkey=CDS]
MZ501096.1_prot_QXV83204.1_173_unknown	[locus_tag=bas36_0173] [protein=hypothetical protein] [protein_id=QXV83204.1] [location=complement(110520..110693)] [gbkey=CDS]
MZ501050.1_prot_QXV75859.1_5_known	[locus_tag=bas42_0005] [protein=portal protein] [protein_id=QXV75859.1] [location=5014..6588] [gbkey=CDS]
MZ501068.1_prot_QXV79278.1_13_unknown	[locus_tag=bas20_0013] [protein=putative tape measure chaperone] [protein_id=QXV79278.1] [location=10133..10561] [gbkey=CDS]
MZ501073.1_prot_QXV79890.1_104_unknown	[locus_tag=bas58_0104] [protein=hypothetical protein] [protein_id=QXV79890.1] [location=82105..82287] [gbkey=CDS]
NC_000866.4_prot_NP_049706.1_92_unknown	[gene=nrdC.8] [locus_tag=T4p092] [db_xref=GeneID:1258541] [protein=hypothetical protein] [protein_id=NP_049706.1] [location=complement(53358..53885)] [gbkey=CDS]
MH550421.1_prot_AXN58160.1_119_unknown	[protein=hypothetical protein] [protein_id=AXN58160.1] [location=complement(61986..62474)] [gbkey=CDS]
MZ501050.1_prot_QXV76086.1_232_unknown	[locus_tag=bas42_0232] [protein=hypothetical protein] [protein_id=QXV76086.1] [location=complement(134128..134406)] [gbkey=CDS]
MZ501067.1_prot_QXV79203.1_214_unknown	[locus_tag=bas41_0214] [protein=hypothetical protein] [protein_id=QXV79203.1] [location=complement(126487..127008)] [gbkey=CDS]
MZ501054.1_prot_QXV76600.1_34_known	[locus_tag=bas48_0034] [protein=lateral tail fiber protein] [protein_id=QXV76600.1] [location=34586..36658] [gbkey=CDS]
MZ501060.1_prot_QXV77604.1_138_unknown	[locus_tag=bas50_0138] [protein=hypothetical protein] [protein_id=QXV77604.1] [location=complement(95840..96139)] [gbkey=CDS]
MZ501096.1_prot_QXV83186.1_155_unknown	[locus_tag=bas36_0155] [protein=hypothetical protein] [protein_id=QXV83186.1] [location=complement(97893..98042)] [gbkey=CDS]
MZ501094.1_prot_QXV82746.1_5_known	[locus_tag=bas57_0005] [protein=prohead protease] [protein_id=QXV82746.1] [location=3955..4374] [gbkey=CDS]
MZ501112.1_prot_QXV85832.1_92_unknown	[locus_tag=bas23_0092] [protein=hypothetical protein] [protein_id=QXV85832.1] [location=57824..58288] [gbkey=CDS]
MZ501054.1_prot_QXV76782.1_216_unknown	[locus_tag=bas48_0216] [protein=hypothetical protein] [protein_id=QXV76782.1] [location=complement(131121..131471)] [gbkey=CDS]
MH550421.1_prot_AXN58177.1_136_known	[protein=DNA end protector protein] [protein_id=AXN58177.1] [location=complement(70764..71588)] [gbkey=CDS]
MZ501084.1_prot_QXV81473.1_127_unknown	[locus_tag=bas62_0127] [protein=hypothetical protein] [protein_id=QXV81473.1] [location=85734..85883] [gbkey=CDS]
MZ501103.1_prot_QXV84323.1_19_known	[locus_tag=bas34_0019] [protein=central straight fiber] [protein_id=QXV84323.1] [location=18984..21056] [gbkey=CDS]
MZ501108.1_prot_QXV85226.1_156_unknown	[locus_tag=bas27_0187] [protein=hypothetical protein] [protein_id=QXV85226.1] [location=complement(103864..104871)] [gbkey=CDS]
MZ501094.1_prot_QXV82911.1_170_unknown	[locus_tag=bas57_0170] [protein=hypothetical protein] [protein_id=QXV82911.1] [location=complement(103094..103327)] [gbkey=CDS]
MZ501056.1_prot_QXV77056.1_212_unknown	[locus_tag=bas46_0212] [protein=hypothetical protein] [protein_id=QXV77056.1] [location=complement(130974..131198)] [gbkey=CDS]
MZ501109.1_prot_QXV85343.1_103_unknown	[locus_tag=bas30_0118] [protein=hypothetical protein] [protein_id=QXV85343.1] [location=77079..77243] [gbkey=CDS]
MZ501049.1_prot_QXV75807.1_35_known	[locus_tag=bas69_0040] [protein=DNA polymerase] [protein_id=QXV75807.1] [location=complement(join(43486..44228,44924..46760))] [gbkey=CDS]
MZ501065.1_prot_QXV78489.1_48_unknown	[locus_tag=bas40_0048] [protein=hypothetical protein] [protein_id=QXV78489.1] [location=complement(36759..36995)] [gbkey=CDS]
MZ501076.1_prot_QXV80490.1_137_unknown	[locus_tag=bas28_0165] [protein=hypothetical protein] [protein_id=QXV80490.1] [location=94296..94502] [gbkey=CDS]
MZ501111.1_prot_QXV85550.1_40_known	[locus_tag=bas51_0040] [protein=lateral tail fiber protein with glycosidase domain] [protein_id=QXV85550.1] [location=40207..41952] [gbkey=CDS]
MZ501084.1_prot_QXV81562.1_216_known	[locus_tag=bas62_0216] [protein=class I NTP reductase alpha subunit] [protein_id=QXV81562.1] [location=complement(119719..121980)] [gbkey=CDS]
MZ501081.1_prot_QXV80885.1_36_known	[locus_tag=bas64_0036] [protein=exonuclease] [protein_id=QXV80885.1] [location=21122..22024] [gbkey=CDS]
MZ501094.1_prot_QXV82904.1_163_unknown	[locus_tag=bas57_0163] [protein=hypothetical protein] [protein_id=QXV82904.1] [location=complement(101015..101362)] [gbkey=CDS]
MZ501096.1_prot_QXV83038.1_7_known	[locus_tag=bas36_0007] [protein=prohead core protein] [protein_id=QXV83038.1] [location=6827..7252] [gbkey=CDS]
NC_001604.1_prot_NP_041974.1_21_known	[locus_tag=T7p21] [db_xref=GOA:P03797,UniProtKB/Swiss-Prot:P03797] [protein=HNH endonuclease] [protein_id=NP_041974.1] [location=11225..11590] [gbkey=CDS]
MZ501071.1_prot_QXV79564.1_52_unknown	[locus_tag=bas21_0052] [protein=putative exonuclease] [protein_id=QXV79564.1] [location=complement(35147..36055)] [gbkey=CDS]
MZ501065.1_prot_QXV78462.1_21_unknown	[locus_tag=bas40_0021] [protein=hypothetical protein] [protein_id=QXV78462.1] [location=complement(17800..18024)] [gbkey=CDS]
MZ501084.1_prot_QXV81604.1_258_unknown	[locus_tag=bas62_0272] [protein=hypothetical protein] [protein_id=QXV81604.1] [location=144623..144796] [gbkey=CDS]
MZ501077.1_prot_QXV80540.1_5_known	[locus_tag=bas10_0005] [protein=prohead protease] [protein_id=QXV80540.1] [location=4216..5331] [gbkey=CDS]
NC_005859.1_prot_YP_006925.1_97_known	[locus_tag=T5.097] [db_xref=GeneID:2777615] [protein=tail length tape measure protein] [protein_id=YP_006925.1] [location=complement(52678..52836)] [gbkey=CDS]
NC_073067.1_prot_YP_010741257.1_20_unknown	[locus_tag=P9612_gp20] [db_xref=GeneID:79674798] [protein=putative minor tail protein] [protein_id=YP_010741257.1] [location=14455..15054] [gbkey=CDS]
MZ501063.1_prot_QXV78312.1_183_unknown	[locus_tag=bas61_0183] [protein=hypothetical protein] [protein_id=QXV78312.1] [location=102714..103037] [gbkey=CDS]
MZ501074.1_prot_QXV80174.1_163_unknown	[locus_tag=bas33_0186] [protein=putative homing endonuclease] [protein_id=QXV80174.1] [location=complement(107880..108419)] [gbkey=CDS]
NC_073067.1_prot_YP_010741263.1_26_unknown	[locus_tag=P9612_gp26] [db_xref=GeneID:79674804] [protein=hypothetical protein] [protein_id=YP_010741263.1] [location=20949..21620] [gbkey=CDS]
MZ501112.1_prot_QXV85767.1_27_unknown	[locus_tag=bas23_0027] [protein=hypothetical protein] [protein_id=QXV85767.1] [location=complement(23307..23588)] [gbkey=CDS]
MZ501054.1_prot_QXV76653.1_87_unknown	[locus_tag=bas48_0087] [protein=hypothetical protein] [protein_id=QXV76653.1] [location=75679..76905] [gbkey=CDS]
NC_073089.1_prot_YP_010742592.1_53_unknown	[locus_tag=P9651_gp53] [db_xref=GeneID:79676154] [protein=hypothetical protein] [protein_id=YP_010742592.1] [location=40009..40314] [gbkey=CDS]
